1718187319045192960,-0.00303,-0.01959,0.01210,0.62420,-0.78113,0.01230,0.00783,0.03129,0.16131,-0.09917
1718187319078533888,-0.00183,-0.01363,0.00843,0.62406,-0.78121,0.01361,0.00826,0.04055,0.19564,-0.12027
1718187319111875072,-0.00085,-0.01466,0.00906,0.62708,-0.77881,0.01206,0.00936,0.04616,0.19785,-0.12370
1718187319145216000,0.00105,0.00119,-0.00052,0.62440,-0.78095,0.01224,0.00938,0.05009,0.26882,-0.16782
1718187319178557184,0.00282,0.01076,-0.00651,0.62444,-0.78091,0.01296,0.00905,0.05670,0.30729,-0.19315
1718187319211898112,0.00508,0.02109,-0.01297,0.62437,-0.78096,0.01384,0.00907,0.06881,0.34166,-0.21517
1718187319278579200,0.00830,0.04381,-0.03000,0.62777,-0.77821,0.01489,0.00825,0.07917,0.38844,-0.26506
1718187319311920384,0.01342,0.06136,-0.03837,0.62519,-0.78023,0.01685,0.00969,0.09943,0.44800,-0.28395
1718187319345261568,-0.02714,0.07031,-0.04763,0.63678,-0.77099,0.00258,-0.00864,-0.14232,0.42273,-0.29500
1718187319411943680,0.02613,0.11194,-0.07016,0.62579,-0.77968,0.01947,0.01034,0.13400,0.55465,-0.35613
1718187319445284608,0.02970,0.13158,-0.08292,0.62585,-0.77962,0.01999,0.00996,0.14601,0.59210,-0.38096
1718187319478625792,0.03554,0.15365,-0.09566,0.62524,-0.78008,0.02104,0.01025,0.16635,0.63251,-0.40091
1718187319511966720,-0.05293,0.12122,-0.07856,0.63986,-0.76841,0.00615,-0.00934,-0.19519,0.46330,-0.33574
1718187319545307904,0.04419,0.19434,-0.12113,0.62627,-0.77919,0.02286,0.01126,0.19163,0.69159,-0.44472
1718187319578649088,0.04980,0.21899,-0.13646,0.62656,-0.77894,0.02367,0.01088,0.20049,0.72871,-0.46876
1718187319611990016,0.05686,0.24482,-0.15239,0.62669,-0.77882,0.02413,0.01085,0.20945,0.76618,-0.49361
1718187319645331200,0.06467,0.27055,-0.16908,0.62704,-0.77852,0.02464,0.01099,0.23019,0.79710,-0.51521
1718187319678671104,0.07351,0.30004,-0.18640,0.62689,-0.77861,0.02571,0.01128,0.25341,0.83611,-0.53466
1718187319712013312,-0.07201,0.30561,-0.20635,0.63730,-0.77047,0.00610,-0.01342,-0.30042,0.75917,-0.55038
1718187319778697728,0.08069,0.38670,-0.24352,0.62866,-0.77707,0.02823,0.01212,0.29920,0.93709,-0.60682
1718187319812040192,0.09146,0.41587,-0.26409,0.62887,-0.77687,0.02916,0.01196,0.31426,0.96364,-0.63223
1718187319845382144,0.00720,0.52534,-0.31250,0.62695,-0.77870,0.02327,0.00429,0.03616,1.22129,-0.73795
1718187319878724608,0.10766,0.49368,-0.31014,0.62817,-0.77737,0.03065,0.01256,0.35927,1.04259,-0.67795
1718187319912066816,-0.08711,0.48557,-0.33705,0.63748,-0.77027,0.00907,-0.01504,-0.33726,0.91326,-0.70362
1718187319945409280,0.11792,0.56000,-0.35702,0.62914,-0.77651,0.03233,0.01339,0.39018,1.09688,-0.72392
1718187320012093952,0.14538,0.63585,-0.40688,0.62914,-0.77643,0.03397,0.01355,0.42930,1.16471,-0.77359
1718187320078778624,-0.32654,0.83882,-0.50115,0.63839,-0.76911,0.02960,0.00730,-0.72530,1.45851,-0.92396
1718187320112120064,0.15497,0.77294,-0.49151,0.62843,-0.77691,0.03572,0.01454,0.49528,1.27108,-0.84914
1718187320145462528,0.11111,0.77295,-0.52209,0.63339,-0.77311,0.03207,0.00928,0.34103,1.17370,-0.87523
1718187320178804992,0.18434,0.86386,-0.54970,0.62773,-0.77737,0.03748,0.01585,0.54470,1.34870,-0.88892
1718187320212147200,0.20719,0.90927,-0.57907,0.62861,-0.77657,0.03914,0.01602,0.57777,1.36970,-0.90567
1718187320245489920,0.18569,0.92329,-0.61123,0.63308,-0.77315,0.03635,0.01178,0.46210,1.29829,-0.93343
1718187320278832128,0.24300,1.00382,-0.64129,0.62953,-0.77584,0.03911,0.01524,0.60454,1.43640,-0.95426
1718187320312174848,0.26210,1.04336,-0.67298,0.63090,-0.77469,0.03988,0.01476,0.63138,1.44176,-0.97761
1718187320345517056,0.28712,1.08606,-0.70482,0.63153,-0.77412,0.04098,0.01514,0.66640,1.45432,-0.99846
1718187320412202240,0.33825,1.17291,-0.77181,0.63307,-0.77267,0.04417,0.01619,0.73013,1.47512,-1.04366
1718187320445544704,0.36794,1.20456,-0.80478,0.63459,-0.77134,0.04533,0.01654,0.76411,1.44563,-1.06114
1718187320512229888,0.42004,1.30326,-0.87675,0.63509,-0.77087,0.04655,0.01588,0.81190,1.49493,-1.10512
1718187320545572608,0.44553,1.35221,-0.91373,0.63574,-0.77030,0.04727,0.01578,0.83404,1.51321,-1.12543
1718187320578914048,0.47525,1.41150,-0.95178,0.63566,-0.77028,0.04848,0.01629,0.86485,1.56319,-1.15068
1718187320612256768,0.50542,1.45956,-0.99015,0.63636,-0.76963,0.04928,0.01686,0.89458,1.57987,-1.17699
1718187320645599488,0.53557,1.51291,-1.02960,0.63599,-0.76989,0.04998,0.01699,0.92236,1.60933,-1.20343
1718187320678941952,0.49624,1.53827,-1.07045,0.63840,-0.76820,0.04649,0.01220,0.74646,1.55241,-1.22681
1718187320745625344,0.63085,1.69542,-1.15407,0.63463,-0.77084,0.05234,0.01742,1.01505,1.72847,-1.27040
1718187320778967040,0.66211,1.76829,-1.19730,0.63446,-0.77097,0.05258,0.01709,1.03335,1.78425,-1.29033
1718187320812308736,0.69868,1.79769,-1.23835,0.63738,-0.76843,0.05434,0.01744,1.06405,1.73110,-1.30734
1718187320878992128,0.77198,1.91252,-1.32630,0.63839,-0.76751,0.05552,0.01737,1.12672,1.77832,-1.35713
1718187320912334080,0.81125,1.97365,-1.37152,0.63755,-0.76816,0.05616,0.01764,1.16074,1.80997,-1.38256
1718187320945675776,0.85208,2.04038,-1.41805,0.63697,-0.76858,0.05693,0.01776,1.19547,1.85055,-1.40757
1718187320979017216,0.89600,2.10731,-1.46520,0.63669,-0.76872,0.05796,0.01821,1.23380,1.88591,-1.43080
1718187321012358144,0.93991,2.17616,-1.51306,0.63679,-0.76856,0.05893,0.01844,1.27199,1.92089,-1.45232
1718187321045699840,0.98183,2.21740,-1.56000,0.63906,-0.76659,0.05993,0.01861,1.29951,1.88001,-1.47057
1718187321079041792,1.02601,2.28220,-1.60899,0.63917,-0.76648,0.06028,0.01862,1.32983,1.90428,-1.49211
1718187321112383488,1.07251,2.34550,-1.65850,0.63959,-0.76606,0.06105,0.01867,1.36942,1.91928,-1.51021
1718187321145724928,1.11754,2.40895,-1.70878,0.64032,-0.76539,0.06182,0.01852,1.39458,1.93788,-1.53308
1718187321179066880,1.16143,2.48214,-1.76027,0.63992,-0.76574,0.06168,0.01857,1.41540,1.98991,-1.56163
1718187321212408832,1.21215,2.53825,-1.81201,0.64015,-0.76547,0.06240,0.01927,1.46539,1.98266,-1.58739
1718187321245750528,1.26171,2.61088,-1.86539,0.63922,-0.76617,0.06317,0.01986,1.50216,2.02692,-1.61411
1718187321279092224,1.30558,2.69159,-1.92004,0.63790,-0.76719,0.06379,0.02059,1.51729,2.08659,-1.63813
1718187321312434176,1.35137,2.76135,-1.97418,0.63793,-0.76708,0.06465,0.02106,1.53374,2.09942,-1.65492
1718187321345775872,1.41169,2.84671,-2.03067,0.63732,-0.76748,0.06573,0.02187,1.58918,2.16015,-1.67695
1718187321379117824,1.46272,2.91726,-2.08651,0.63837,-0.76661,0.06595,0.02114,1.60740,2.16729,-1.69531
1718187321412459264,1.51418,2.98759,-2.14294,0.63928,-0.76590,0.06576,0.02009,1.62840,2.17448,-1.71469
1718187321479142144,1.62073,3.14014,-2.25889,0.64006,-0.76522,0.06627,0.01907,1.69494,2.23807,-1.76616
1718187321512483840,1.67515,3.21153,-2.31759,0.64023,-0.76497,0.06737,0.01943,1.72545,2.25191,-1.79220
1718187321545825792,1.73018,3.28985,-2.37727,0.63921,-0.76583,0.06713,0.01998,1.74578,2.28340,-1.81760
1718187321579167488,1.79258,3.37376,-2.43803,0.63866,-0.76630,0.06691,0.02046,1.78918,2.32421,-1.84009
1718187321612509184,1.84988,3.45425,-2.49904,0.63834,-0.76664,0.06619,0.02021,1.81054,2.34970,-1.85961
1718187321679192832,1.97853,3.61750,-2.62488,0.63832,-0.76656,0.06708,0.02097,1.89656,2.39836,-1.90615
1718187321712534528,2.04902,3.70657,-2.68852,0.63793,-0.76680,0.06783,0.02140,1.95101,2.44508,-1.93249
1718187321745875712,2.11412,3.79002,-2.75282,0.63769,-0.76694,0.06850,0.02165,1.98387,2.47062,-1.95734
1718187321779217152,2.09022,3.93265,-2.81770,0.63505,-0.76955,0.06510,0.01620,1.76495,2.65372,-1.97490
1718187321812558592,2.23992,3.97314,-2.88337,0.63661,-0.76771,0.06972,0.02213,2.04675,2.53625,-1.99647
1718187321845900032,2.30464,4.06049,-2.94933,0.63725,-0.76719,0.06959,0.02215,2.07042,2.55335,-2.01222
1718187321879241728,2.37852,4.14828,-3.01737,0.63772,-0.76672,0.07039,0.02257,2.11882,2.57496,-2.03529
1718187321945923584,1.83271,4.15414,-2.98413,0.65168,-0.75704,0.04539,-0.01235,0.29407,2.15593,-1.64295
1718187321979265024,2.58650,4.40378,-3.22196,0.63626,-0.76785,0.07160,0.02139,2.20560,2.63608,-2.10756
