1718187202651105792.000000000,1.624487,-3.285236,-1.745022,-0.356254,0.254368,0.415068,0.797558
1718187202717783040.000000000,2.030915,-4.045351,-2.076393,-0.363611,0.290665,0.451023,0.761498
1718187202784458752.000000000,2.435338,-4.205530,-2.191253,-0.371249,0.285074,0.474088,0.745753
1718187202851135744.000000000,2.786613,-4.507764,-2.435523,-0.369262,0.287287,0.499671,0.729000
1718187202917812736.000000000,3.144816,-4.821169,-2.714920,-0.366459,0.289246,0.524031,0.712345
1718187203017827840.000000000,3.781880,-5.405142,-3.281952,-0.356807,0.298782,0.563565,0.682504
1718187203117842432.000000000,4.543544,-6.015179,-3.931791,-0.348546,0.311408,0.602842,0.646624
1718187203184519168.000000000,5.073136,-6.402486,-4.409177,-0.341254,0.318208,0.628323,0.622495
1718187203251194112.000000000,5.635152,-6.771504,-4.908142,-0.335596,0.322956,0.652303,0.597976
1718187203351208960.000000000,6.618550,-7.425531,-5.812231,-0.323747,0.339028,0.688388,0.553506
1718187203417885184.000000000,7.324344,-7.855734,-6.477996,-0.314009,0.349418,0.711399,0.522702
1718187203484561664.000000000,7.906126,-7.828953,-6.872720,-0.321964,0.327171,0.730387,0.505801
1718187203551245312.000000000,8.633915,-7.975522,-7.450295,-0.322594,0.323882,0.749599,0.478680
1718187203617928704.000000000,9.372516,-8.157910,-8.117276,-0.319704,0.322769,0.768297,0.450920
1718187203717953024.000000000,10.637131,-8.617601,-9.348519,-0.306927,0.336863,0.795008,0.400352
1718187203784636160.000000000,11.523220,-8.902869,-10.241566,-0.296930,0.345513,0.811851,0.365173
1718187203851319808.000000000,12.406604,-8.535014,-10.853416,-0.313347,0.318635,0.831013,0.331214
1718187203951345152.000000000,13.842336,-8.575218,-12.201546,-0.310601,0.322429,0.850450,0.276228
1718187204051370496.000000000,15.301965,-8.528224,-13.682447,-0.305207,0.324566,0.867352,0.221824
1718187204118053376.000000000,16.336346,-8.293299,-14.656642,-0.308274,0.321636,0.876545,0.182171
1718187204184737024.000000000,17.390831,-8.062269,-15.699454,-0.308032,0.322830,0.883636,0.141724
1718187204251420928.000000000,18.508286,-7.938130,-16.856348,-0.304449,0.331627,0.886994,0.102836
1718187204318104832.000000000,19.589594,-7.853208,-18.143389,-0.293971,0.339165,0.891258,0.064859
1718187204418130688.000000000,21.284942,-8.006596,-20.322441,-0.272641,0.359883,0.892190,0.012197
1718187204484814336.000000000,22.344413,-8.061198,-21.939294,-0.254218,0.365548,0.895094,-0.023542
1718187204551497216.000000000,23.454395,-7.880098,-23.486704,-0.244304,0.368474,0.894774,-0.062630
1718187204651523072.000000000,25.131400,-7.616464,-25.965423,-0.224980,0.375477,0.891152,-0.119371
1718187204718207232.000000000,26.248315,-7.408215,-27.711863,-0.211884,0.379963,0.886782,-0.156046
1718187204784891136.000000000,27.360120,-7.175193,-29.533773,-0.198195,0.382904,0.881195,-0.193903
1718187204884917248.000000000,29.012510,-6.782156,-32.409272,-0.176496,0.385303,0.870528,-0.250144
1718187204951601152.000000000,30.100264,-6.493495,-34.422359,-0.161910,0.387682,0.861188,-0.286082
1718187205018284288.000000000,31.173287,-6.185476,-36.511776,-0.147685,0.388946,0.850444,-0.321955
1718187205084968704.000000000,32.229056,-5.859928,-38.677390,-0.132777,0.389497,0.838500,-0.357183
1718187205151653120.000000000,33.264959,-5.518992,-40.918848,-0.117942,0.389567,0.824979,-0.392092
1718187205218337280.000000000,34.278837,-5.164551,-43.235397,-0.102137,0.388940,0.810517,-0.425859
1718187205285021696.000000000,35.268153,-4.799087,-45.626237,-0.086306,0.387279,0.794618,-0.459509
1718187205351706112.000000000,36.231058,-4.424915,-48.090565,-0.070593,0.384881,0.777454,-0.492390
1718187205418389504.000000000,37.165842,-4.044231,-50.627210,0.054402,-0.381778,-0.759469,0.523921
1718187205518414592.000000000,38.511253,-3.466837,-54.564932,0.029873,-0.376063,-0.729682,0.570306
1718187205585096192.000000000,39.368313,-3.081292,-57.276399,0.012672,-0.371695,-0.708082,0.600252
1718187205651777792.000000000,40.192193,-2.698135,-60.055064,-0.003701,-0.366082,-0.685684,0.629133
1718187205718459392.000000000,40.982030,-2.319986,-62.899327,-0.019185,-0.359952,-0.662325,0.656804
1718187205785141248.000000000,41.737055,-1.949771,-65.807353,-0.034643,-0.353998,-0.637119,0.683787
1718187205885162496.000000000,42.803640,-1.413896,-70.284234,-0.057327,-0.343621,-0.598345,0.721541
1718187205985185024.000000000,43.790578,-0.909355,-74.892788,-0.079978,-0.332557,-0.556813,0.756947
1718187206051866624.000000000,44.404644,-0.594033,-78.034442,-0.095578,-0.324249,-0.528363,0.778820
1718187206118547968.000000000,44.984156,-0.298463,-81.228747,-0.111137,-0.314885,-0.498802,0.799808
1718187206185229568.000000000,45.529900,-0.024639,-84.473745,-0.126635,-0.305133,-0.468776,0.819211
1718187206251910912.000000000,46.042886,0.225292,-87.767037,-0.141900,-0.294898,-0.437934,0.837325
1718187206318591232.000000000,46.524360,0.449175,-91.106349,-0.156433,-0.284392,-0.406034,0.854275
1718187206385273088.000000000,46.975732,0.645393,-94.489670,-0.170094,-0.273888,-0.373582,0.869764
1718187206485295104.000000000,47.600178,0.884908,-99.641013,-0.191725,-0.256329,-0.324032,0.890247
1718187206551976960.000000000,47.984188,1.005523,-103.123312,-0.205564,-0.243976,-0.289788,0.902354
1718187206618658560.000000000,48.344559,1.093774,-106.641897,-0.218806,-0.231729,-0.255947,0.912643
1718187206685340160.000000000,48.683868,1.148308,-110.194481,-0.231291,-0.219215,-0.221176,0.921700
1718187206785361408.000000000,49.158600,1.165586,-115.582470,-0.249625,-0.198979,-0.168740,0.932535
1718187206852043264.000000000,49.456008,1.133276,-119.211378,-0.261382,-0.185147,-0.133644,0.937837
1718187206918724864.000000000,49.741395,1.065725,-122.867593,-0.273737,-0.171267,-0.098139,0.941331
1718187206985406208.000000000,50.017803,0.962285,-126.549735,-0.284942,-0.156884,-0.061682,0.943605
1718187207085428736.000000000,50.421197,0.740359,-132.119078,-0.299458,-0.135397,-0.008260,0.944418
1718187207152110336.000000000,50.687390,0.548832,-135.860386,-0.309274,-0.120235,0.027669,0.942936
1718187207252131584.000000000,51.089889,0.197267,-141.512638,-0.322999,-0.097424,0.081498,0.937837
1718187207318813184.000000000,51.364722,-0.078840,-145.306630,-0.331012,-0.082205,0.117129,0.932713
1718187207385494784.000000000,51.648244,-0.386980,-149.120495,-0.338478,-0.066954,0.152630,0.926096
1718187207452176128.000000000,51.943387,-0.725698,-152.953647,-0.346141,-0.051033,0.187448,0.917848
1718187207552198144.000000000,52.413920,-1.289008,-158.739234,-0.355748,-0.028648,0.237693,0.903396
1718187207618879744.000000000,52.751163,-1.697981,-162.618432,-0.368548,-0.011428,0.264905,0.890992
1718187207685560576.000000000,53.116374,-2.137585,-166.509042,-0.381949,0.007491,0.299633,0.874231
1718187207752241920.000000000,53.516396,-2.609732,-170.408705,-0.389818,0.027611,0.356963,0.848444
1718187207818923520.000000000,53.951541,-3.110709,-174.320126,-0.396248,0.044431,0.392196,0.828973
1718187207885605120.000000000,54.645257,-3.707163,-178.188669,-0.406454,0.065627,0.405922,0.815914
1718187207985627136.000000000,55.154001,-5.143246,-184.409387,-0.406168,0.122584,0.478791,0.768609
1718187208052308480.000000000,55.728344,-5.763289,-188.401459,-0.407174,0.138440,0.514049,0.742157
1718187208118989056.000000000,56.348785,-6.395364,-192.415592,-0.404893,0.161349,0.540271,0.719816
1718187208185670400.000000000,57.013191,-7.036480,-196.452211,-0.401331,0.177717,0.567081,0.696971
1718187208285692672.000000000,58.090017,-8.044340,-202.642628,-0.383254,0.197362,0.605392,0.669078
1718187208352374016.000000000,58.870893,-8.776955,-206.835733,-0.363162,0.214636,0.633414,0.648715
1718187208419055360.000000000,59.667190,-9.510268,-211.103114,-0.347603,0.228630,0.653503,0.632325
1718187208485736960.000000000,60.433554,-10.265669,-215.471331,-0.320087,0.245574,0.668968,0.624275
1718187208552417536.000000000,61.378320,-10.937046,-219.691268,-0.311263,0.256864,0.676114,0.616446
1718187208619099392.000000000,62.293141,-11.660758,-224.070845,-0.296984,0.276330,0.686986,0.602904
1718187208685780992.000000000,63.233729,-12.338052,-228.425836,-0.292279,0.280697,0.703332,0.584043
1718187208752462848.000000000,64.203534,-13.055994,-232.904667,-0.280817,0.309114,0.713356,0.562773
1718187208852485376.000000000,65.710296,-14.116097,-239.690089,-0.266946,0.338979,0.732401,0.526708
1718187208919167232.000000000,66.744118,-14.835116,-244.308543,-0.250699,0.350063,0.748661,0.504095
1718187209019188736.000000000,68.340833,-15.851997,-251.294649,-0.229894,0.365951,0.779267,0.453841
1718187209085870336.000000000,69.436523,-16.524321,-256.056042,-0.221558,0.369294,0.796193,0.424984
1718187209185892864.000000000,71.134626,-17.470036,-263.290453,-0.201761,0.390071,0.819031,0.369222
1718187209252574464.000000000,72.296718,-18.075351,-268.228350,-0.187689,0.394738,0.834714,0.334974
1718187209319256064.000000000,73.483931,-18.680009,-273.223682,-0.171328,0.403109,0.845274,0.306043
