1697792303561379584,0.00543,0.00796,-0.00629,0.73352,-0.67965,0.00376,0.00352,0.05244,0.05446,-0.12932
1697792303594723584,0.00357,0.00439,-0.00793,0.73579,-0.67721,0.00225,0.00169,0.03253,0.03278,-0.13730
1697792303661412096,0.01038,-0.00248,-0.01893,0.74038,-0.67216,0.00347,0.00453,0.06016,-0.01358,-0.18321
1697792303728107520,0.02142,-0.00827,-0.02552,0.74113,-0.67133,0.00222,0.00533,0.08366,-0.02119,-0.19309
1697792303761456128,0.02093,-0.00789,-0.02300,0.74063,-0.67190,0.00194,0.00457,0.08186,-0.01619,-0.18495
1697792303828153344,0.02272,-0.00883,-0.02221,0.74038,-0.67217,0.00196,0.00464,0.07831,-0.01860,-0.17688
1697792303861501184,0.02595,-0.00963,-0.02571,0.74066,-0.67186,0.00196,0.00529,0.08158,-0.02280,-0.18173
1697792303894850048,0.02907,-0.01072,-0.03071,0.74098,-0.67150,0.00156,0.00556,0.08397,-0.02759,-0.19462
1697792303961547008,0.02678,-0.01031,-0.02712,0.74019,-0.67239,-0.00016,0.00405,0.07040,-0.02068,-0.18427
1697792303994894848,0.02237,-0.00939,-0.01988,0.73939,-0.67328,-0.00062,0.00253,0.06066,-0.01735,-0.16229
1697792304061591552,0.02143,-0.00974,-0.01814,0.73974,-0.67289,-0.00009,0.00218,0.05790,-0.02197,-0.15570
1697792304128288256,0.02077,-0.01045,-0.01664,0.74020,-0.67238,0.00008,0.00227,0.04569,-0.02005,-0.15523
1697792304161637120,0.02341,-0.01134,-0.02000,0.74071,-0.67182,-0.00031,0.00261,0.05007,-0.02224,-0.16160
1697792304228333824,0.02764,-0.01315,-0.02618,0.74147,-0.67098,-0.00108,0.00274,0.05662,-0.02749,-0.17463
1697792304261681664,0.02974,-0.01383,-0.02702,0.74162,-0.67082,-0.00136,0.00302,0.06284,-0.02737,-0.17282
1697792304328378112,0.03420,-0.01540,-0.03204,0.74182,-0.67058,-0.00153,0.00355,0.07019,-0.03023,-0.18205
1697792304395074560,0.03752,-0.01599,-0.03452,0.74187,-0.67052,-0.00207,0.00390,0.07116,-0.03265,-0.18326
1697792304428423424,0.02518,-0.01203,-0.01663,0.74028,-0.67230,-0.00172,0.00181,0.04586,-0.01765,-0.14607
1697792304461771264,0.01921,-0.01091,-0.00871,0.73964,-0.67300,-0.00145,0.00083,0.03316,-0.01255,-0.12738
1697792304528467712,0.02320,-0.01268,-0.01556,0.74044,-0.67212,-0.00194,0.00122,0.03923,-0.02018,-0.14150
1697792304561816576,0.02400,-0.01296,-0.01543,0.74056,-0.67199,-0.00203,0.00120,0.04315,-0.01957,-0.13622
1697792304628512512,0.02633,-0.01388,-0.01859,0.74079,-0.67174,-0.00213,0.00143,0.04634,-0.02042,-0.13963
1697792304695207168,0.02799,-0.01427,-0.01980,0.74079,-0.67173,-0.00252,0.00154,0.04636,-0.02096,-0.13639
1697792304761894144,0.02028,-0.01146,-0.01020,0.74000,-0.67260,-0.00242,0.00026,0.03066,-0.01230,-0.11497
1697792304795237376,0.01576,-0.01009,-0.00420,0.73948,-0.67317,-0.00241,-0.00060,0.02168,-0.00751,-0.09888
1697792304861924096,0.01413,-0.00965,-0.00202,0.73942,-0.67324,-0.00260,-0.00113,0.02311,-0.00668,-0.08890
1697792304928610816,0.01486,-0.01001,-0.00157,0.73939,-0.67327,-0.00225,-0.00077,0.02875,-0.00531,-0.08395
1697792304961954560,0.01396,-0.00987,0.00130,0.73911,-0.67358,-0.00201,-0.00071,0.02713,-0.00459,-0.07110
1697792304995297536,0.01430,-0.01039,0.00220,0.73900,-0.67370,-0.00182,-0.00076,0.02408,-0.00573,-0.06520
1697792305061983488,0.01547,-0.01080,0.00089,0.73924,-0.67344,-0.00223,-0.00062,0.02291,-0.00683,-0.06567
1697792305095327488,0.01672,-0.01130,0.00005,0.73941,-0.67325,-0.00222,-0.00079,0.02481,-0.00884,-0.06590
1697792305162013440,0.01804,-0.01210,-0.00094,0.73976,-0.67286,-0.00271,-0.00097,0.02665,-0.01105,-0.06444
1697792305228699136,0.02057,-0.01339,-0.00139,0.73990,-0.67271,-0.00290,-0.00072,0.03262,-0.01294,-0.06285
1697792305262041856,0.01585,-0.01181,0.00334,0.73939,-0.67328,-0.00262,-0.00163,0.02401,-0.00764,-0.05204
1697792305295385088,0.01417,-0.01153,0.00519,0.73924,-0.67343,-0.00237,-0.00181,0.01922,-0.00704,-0.04544
1697792305328727552,0.01593,-0.01237,0.00366,0.73951,-0.67314,-0.00230,-0.00144,0.02140,-0.01030,-0.04811
1697792305362070784,0.01392,-0.01151,0.00561,0.73947,-0.67319,-0.00219,-0.00176,0.01566,-0.00769,-0.04257
1697792305428755968,0.01476,-0.01232,0.00459,0.73979,-0.67283,-0.00235,-0.00162,0.01480,-0.00838,-0.04535
1697792305462098432,0.01411,-0.01210,0.00536,0.73973,-0.67290,-0.00236,-0.00177,0.01673,-0.00585,-0.04176
1697792305528783616,0.01546,-0.01278,0.00443,0.73958,-0.67306,-0.00223,-0.00162,0.01656,-0.00619,-0.04321
1697792305595468544,0.01603,-0.01294,0.00406,0.73961,-0.67303,-0.00211,-0.00162,0.01832,-0.00782,-0.03918
1697792305662153216,0.01587,-0.01261,0.00465,0.73946,-0.67320,-0.00204,-0.00158,0.02012,-0.00407,-0.03528
1697792305695496448,0.01672,-0.01284,0.00422,0.73954,-0.67311,-0.00196,-0.00137,0.01871,-0.00603,-0.03389
1697792305728839168,0.01734,-0.01329,0.00392,0.73975,-0.67288,-0.00210,-0.00122,0.01789,-0.00861,-0.03275
1697792305795524864,0.01766,-0.01386,0.00474,0.73986,-0.67276,-0.00220,-0.00133,0.01582,-0.00667,-0.03023
1697792305862210816,0.01701,-0.01347,0.00575,0.73953,-0.67312,-0.00235,-0.00168,0.01160,-0.00367,-0.02685
1697792305895553792,0.01758,-0.01362,0.00560,0.73937,-0.67329,-0.00236,-0.00156,0.01484,-0.00446,-0.02530
1697792305962239232,0.01838,-0.01391,0.00530,0.73937,-0.67329,-0.00231,-0.00144,0.01456,-0.00717,-0.02357
1697792305995581440,0.01840,-0.01389,0.00578,0.73938,-0.67328,-0.00232,-0.00138,0.01532,-0.00687,-0.02126
1697792306062266368,0.01941,-0.01442,0.00532,0.73956,-0.67308,-0.00225,-0.00130,0.01408,-0.00808,-0.02169
1697792306095609344,0.01942,-0.01453,0.00569,0.73957,-0.67308,-0.00230,-0.00141,0.01317,-0.00821,-0.01999
1697792306128951296,0.01975,-0.01489,0.00556,0.73967,-0.67297,-0.00225,-0.00137,0.01362,-0.00895,-0.01938
1697792306195635968,0.01686,-0.01396,0.01018,0.73916,-0.67352,-0.00211,-0.00178,0.00805,-0.00215,-0.00423
1697792306262320640,0.01688,-0.01429,0.00770,0.73954,-0.67311,-0.00182,-0.00166,0.00846,-0.00480,-0.01401
1697792306295663360,0.01743,-0.01448,0.00760,0.73952,-0.67313,-0.00183,-0.00158,0.00747,-0.00370,-0.01422
1697792306362347520,0.01777,-0.01453,0.00748,0.73928,-0.67339,-0.00191,-0.00157,0.00871,-0.00207,-0.01393
